ReqID,ReqDate,ReqTime,MachID,MachLoc,Manufacturer,machtype,Model,machcustomID,machdesc,ProblemID,ProblemDesc,Prob_cause,PreventPMchk,chk_instructions,Repstatus,Repdate,Reptime,Reptech,RepRes
7155,5/31/13,9:27:23 PM,590,Sputtering Lab,Denton,Sputtering Machine,Phoenix,P1002,Sputtering Machine,7549,Denton is down. The elavator crashed again. Tore a sensor off. track wheels are damaged.,install sink,FALSE,,Under Repair,6/3/13,8:29:02 AM,Tech 1,Steve Schreffler & Matt cooper replaced sensor and tightened carriage roller bolts.
7156,6/1/13,8:11:14 AM,377,AMP Area,Ultron,Tap Machine,UH115-8,P0775,Tape Machine,7550,2nd Roller is not engaging,Brass bar at the back of the plasma treater is loo,FALSE,,Under Repair,6/3/13,7:21:13 AM,Tech 1,Replaced the roller drive assembly.
7157,6/3/13,8:25:12 AM,505,Attaching Cell,Philips,MIMS MTS box,MTS 2,P0919,MIMS MTS box,7551,Have to run C 9-2 units several time to pass,mount air gun and nitrogen hose,FALSE,,,,,,
7158,6/3/13,8:45:03 AM,397,Lensing Cell,,,,,,7552,P0733 pump has a belt rubbing,replace NC prism and NC amplifier,FALSE,,Under Repair,6/3/13,10:24:51 AM,Tech 1,Replaced Drive Belt
7159,6/3/13,9:52:59 AM,611,Lensing Cell,Thermo,Centrifuge,IEC-CL30,P1042,Centrifuge,7553,not spinning at 3600 RPM's,Investigate Air Ionizers whether flow rate could b,FALSE,,Under Repair,6/3/13,12:08:40 PM,Tech 1,Re-boot
7160,6/3/13,10:53:39 AM,397,AMP Area,,,,,,7554,Replace wooden board with aluminum plate from Bear manufacturing. Please check with Chuck Hackenbecker,Cameleo Cell: Please make connection to ground for,FALSE,,Under Repair,6/7/13,8:33:47 AM,Tech 1,Complete
7161,6/3/13,10:56:30 AM,397,MOPS,,,,,,7555,Add divider for UV protection on table back left in the middle location.,re-align cover plates and re-initialize,FALSE,,Under Repair,6/12/13,12:10:37 PM,Tech 1,Made mounting bracket
7162,6/3/13,11:14:24 AM,397,MOPS,,,,,,7556,"Cameleo Cell:
Install 4 air ionizers in 4 LFH by Tuesday.",Replaced mixed bed.,FALSE,,,,,,
7163,6/3/13,2:06:13 PM,85,Forming Cell,Other,Other,Other,Other,Other,7557,Need an ionizer with a heater put on station Forming#2 (Dixie Heidler's station),replace hinges,FALSE,,,,,,
7164,6/3/13,2:52:44 PM,358,Wiring Cell,Yamoto,Bladder Bond Oven,DKN810R,P0746,Bladder Bond Oven,7558,unable to set the oven program,not working,FALSE,,,,,,
7165,6/3/13,2:58:33 PM,85,AMP Area,Other,Other,Other,Other,Other,7559,Connect 3 evap overflow drums together,replace spindle brushes,FALSE,,,,,,
7166,6/3/13,6:04:58 PM,85,AMP Area,Other,Other,Other,Other,Other,7560,heindenhain at cnc5 giving error 50. ,clean NC sensor and adjust water jets,FALSE,,,,,,
7167,6/3/13,9:37:07 PM,85,AMP Area,Other,Other,Other,Other,Other,7561,cap check station at dicing is not working,Replaced mixed bed.,FALSE,,,,,,
7169,6/4/13,9:35:42 AM,85,Wiring Cell,Other,Other,Other,Other,Other,7563,Please setup a spare bladder bond oven pressure transducer so it can be mounted on the main air line to one of the ovens.,Smell coming from fume extractor. Maybe clogged  r,FALSE,,,,,,
7170,6/4/13,10:16:27 AM,67,Closing Cell,Alcatel,vacuum pump,2063CP+,P0134,vacuum pump,7564,Pump burned out,install plasma cleaner,FALSE,,,,,,
7171,6/4/13,10:26:02 AM,115,Wiring Cell,Interlab,Rinse Station,MRS/1855,P0043,Rinse Station 002,7565,"resistivity is 5, tank needs changed",re-align water jet,FALSE,,Under Repair,6/4/13,12:01:40 PM,Tech 1,Replaced Mixed Bed
7172,6/5/13,7:21:28 AM,478,AMP Area,Datamax,Label Printer,H-4301,P0887,Label Printer,7566,Printer only prints on left side.  ,re-install labels and adjust media sensor position,FALSE,,,,,,
7173,6/5/13,8:02:05 AM,284,Doppler Area,Dayton,Rounding,,P0606,Rounding,7567,the fixture is not turning smooth,Added Oil,FALSE,,Under Repair,6/5/13,10:44:45 AM,Tech 1,Adjust Mounting Plate
7174,6/5/13,9:49:40 AM,85,MOPS,Other,Other,Other,Other,Other,7568,Roller not working station Mops#27,replace door gasket,FALSE,,,,,,
7175,6/5/13,11:06:45 AM,590,Sputtering Lab,Denton,Sputtering Machine,Phoenix,P1002,Sputtering Machine,7569,Elevator crashed.,install re-built semkit mixer,FALSE,,Under Repair,6/5/13,1:53:51 PM,Tech 1,Clean carrier movement sensor of sputtering deposition.
7176,6/5/13,11:09:02 AM,397,MOPS,,,,,,7570,"Cameleo Cell:
Drill holes and tap for curtain mount. 8 holes.",replace NC prism and amplifier,FALSE,,,,,,
7177,6/5/13,11:09:58 AM,397,MOPS,,,,,,7571,"Cameleo Cell:
Get wooden board to Bear Manufacturing to get holes drilled and aluminum plate picked up.",replace mass flow controller and gas reulator,FALSE,,Under Repair,6/7/13,8:18:56 AM,Tech 1,Completed
7178,6/5/13,12:05:03 PM,85,Dicing Cell,Other,Other,Other,Other,Other,7572,Heidenhain will not hold zero,re-initialize and recharge UPS power supply,FALSE,,,,,,
7179,6/5/13,2:13:04 PM,310,AMP Area,Startrite,vertical Band Saw,600,P0064,Vertical Band Saw,7573,Drive wheel rubber coming off.Tension control indicator broken.,Oven needs reset due to a power glitch.  reset ove,FALSE,,,,,,
7180,6/5/13,4:30:43 PM,397,Lensing Cell,,,,,,7574,Need air gun installed at P01009,clean in-line water filter,FALSE,,,,,,
7181,6/5/13,10:12:34 PM,608,Wiring Cell,Envax Products Inc,Encapsulator,VE-16,P1039,Encapsulator,7575,"Encapsulator not holding vacuum, will not push rtv through.  ClearVue Line",Re-initialize the MKS controller.,FALSE,,,,,,
7182,6/6/13,9:02:16 AM,97,Attaching Cell,Airflow Systems,Fume Extractor,Minivac,P0209,Fume Extractor,7576,Fume extractor is down in LVL attach,"clean, adjust and recalibrate sensor",FALSE,,Under Repair,6/6/13,1:10:43 PM,Tech 1,Replaced fume extractor
7183,6/6/13,9:35:11 AM,397,MOPS,,,,,,7577,To cut 1.75 off a table top and bolt it back onto the frame.,Complete,FALSE,,Under Repair,6/6/13,10:51:46 AM,Tech 1,Cut Table
7184,6/6/13,9:44:18 AM,56,Lensing Cell,Welch Vacuum Inc.,vacuum pump,WELCH 1402,P0123,vacuum pump,7578,"leaking oil
",Lead #2 station. Light box for scope stopped worki,FALSE,,Under Repair,6/7/13,7:55:33 AM,Tech 1,Cleaned up  oil
7185,6/6/13,1:05:35 PM,85,Mechanical Cell,Other,Other,Other,Other,Other,7579,Bent air gun need replaced. See Jeff Weikle,remove overflow from floor sump,FALSE,,Under Repair,6/10/13,10:28:38 AM,Tech 1,Replaced 4 guns
7186,6/6/13,1:59:25 PM,479,Test Cell,Philips,Bench Top Test System,4500-6735,P0894,Bench Top Test Syste,7580,PTS can not talk to the motors.,Complete,FALSE,,,,,,
7187,6/6/13,9:17:52 PM,636,Lensing Cell,Welch Vacuum Inc.,vacuum pump,WELCH 1402N,P0733,vacuum pump,7581,When operator was cleaning pump notice black dust around pump.,You have to really push the Honda style connector ,FALSE,,Under Repair,6/7/13,7:57:03 AM,Tech 1,No issue found
7188,6/6/13,11:33:54 PM,82,AMP Area,CHA INDUSTRIES,SPUTTERING,SSC-1000,P0046,CHA#2,7582,ion beam out on cha2,Tray was not in center position.,FALSE,,Under Repair,6/7/13,8:35:22 AM,Tech 1,Replaced cathode filament
7189,6/7/13,12:27:46 AM,56,Lensing Cell,Welch Vacuum Inc.,vacuum pump,WELCH 1402,P0123,vacuum pump,7583,has low oil level @ about 4/16 of in,replace shaft seal,FALSE,,Under Repair,6/7/13,7:54:00 AM,Tech 1,Added oil
7190,6/7/13,8:02:41 AM,48,Forming Cell,Welch Vacuum Inc.,vacuum pump,WELCH 1402,P0115,vacuum pump,7584,Oil low on pump,adjust pressure regulator,FALSE,,Under Repair,6/7/13,12:50:49 PM,Tech 1,Added Oil
7191,6/7/13,8:55:47 AM,397,MOPS,,,,,,7585,Get replacement HEPAs for the four laminar flow hoods in Cameleo Cell.,Oil is leaking from pump. Its near the bottom line,FALSE,,Under Repair,6/24/13,1:22:54 PM,Tech 1,Replaced filters in P01052 & P01055
7192,6/7/13,8:56:43 AM,397,AMP Area,,,,,,7586,GEt teh broken section patched with epoxy inside and outside.,Wire could be loose not getting good cap reading.,FALSE,,,,,,
7193,6/7/13,8:57:19 AM,397,MOPS,,,,,,7587,Investigate on light fixture to make light work.,replace 2 hose fittings,FALSE,,Under Repair,6/7/13,12:39:31 PM,Tech 1,Change bulb / rewire
7194,6/7/13,9:32:58 AM,590,Sputtering Lab,Denton,Sputtering Machine,Phoenix,P1002,Sputtering Machine,7588,Carrier will not transfer tray.,Cleaned up oil,FALSE,,Under Repair,6/7/13,1:32:16 PM,Tech 1,Could not duplicate issue
7195,6/7/13,10:16:24 AM,571,Mechanical Cell,Philips,Isolation Test Station,4.54E+11,P0982,Isolation Test Stati,7589,Honda fitting on isolation box is giving false faluire readings,replace video monitor,FALSE,,,,,,
7196,6/7/13,11:25:01 AM,520,Omni Cell,Philips,MIMS MTS box,MTS 2,P0933,MIMS MTS box,7590,"el#34 bad readings, tested on another box and passes",replace plastic fittings with stainless steel fitt,FALSE,,,,,,
7197,6/7/13,11:37:49 AM,314,AMP Area,Mori Seki,CNC Mill,ACCUMILL4000,P0161,CNC Mill,7591,"air gun needs replaced, sticks open..",No issue found,FALSE,,Under Repair,6/7/13,12:40:44 PM,Tech 1,Replaced Gun
7198,6/7/13,3:49:45 PM,82,AMP Area,CHA INDUSTRIES,SPUTTERING,SSC-1000,P0046,CHA#2,7592,ion mill out again,verify NC sensor operation,FALSE,,Under Repair,6/10/13,10:02:53 AM,Tech 1,No action required
7199,6/9/13,11:48:34 AM,590,Sputtering Lab,Denton,Sputtering Machine,Phoenix,P1002,Sputtering Machine,7593,Cathode filament on ION gun #1 burnt out.,check plasma cleaner functionality,FALSE,,Under Repair,6/10/13,10:00:32 AM,Tech 1,Changed cathode & neutralizer filaments on both Ion Mills 1&2.
7200,6/10/13,6:55:26 AM,577,Closing Cell,Philips,Isolation Test Station,4.54E+11,P0989,Isolation Test Stati,7594,Iso box failing probes. Probes passs on different Iso box,Replaced Hose,FALSE,,,,,,
7201,6/10/13,1:38:20 PM,397,Parylene Cell,,,,,,7595,Install air ionizer in parylene cell above inspection table.,Replaced the door cover and associated components.,FALSE,,,,,,
7202,6/10/13,11:53:43 PM,394,Test Cell,Datamax,Label printer,H-4310,P0791,Label printer,7596,"Printing many blank labels, and labels for previous units before printing label needed for current unit.",work light not working,FALSE,,,,,,
7203,6/11/13,6:17:39 AM,386,Doppler Area,Datamax,Label printer,H-4310,P0783,Label printer,7597,not printing correct,re-tape inlet fitting,FALSE,,Under Repair,6/11/13,6:48:00 AM,Tech 1,Cleaned Print Head
7204,6/11/13,7:52:27 AM,85,Closing Cell,Other,Other,Other,Other,Other,7598,Smell of Cake batter in area,"Item in question is not PO#, it is black motor box",FALSE,,,,,,
7205,6/11/13,8:23:02 AM,147,AMP Area,CARVER,HYDRAULIC PRESS,3893.4PR1000,P0349,HYDRAULIC PRESS,7599,Press #2 is leaking oil again,Replaced missing screw,FALSE,,Under Repair,6/12/13,8:53:39 AM,Tech 1,Cleaned up oil
7206,6/11/13,1:00:15 PM,471,Gastro Cell,Yamoto,Oven,DKN-810,P0888,Oven,7600,"oven stuck in cycle not complete , when power went out",,FALSE,,,,,,
7207,6/11/13,1:06:11 PM,85,Gastro Cell,Other,Other,Other,Other,Other,7601,"Black box #1 not working , from power being out . Req Name 9 contact ",,FALSE,,,,,,
7208,6/11/13,1:27:58 PM,82,Sputtering Lab,CHA INDUSTRIES,SPUTTERING,SSC-1000,P0046,CHA#2,7602,Cryopump Temp not below set point.,,FALSE,,Under Repair,6/11/13,2:37:21 PM,Tech 1,Re-set chiller
7209,6/11/13,1:43:47 PM,397,AMP Area,,,,,,7603,"P0505 65 degree oven temperature climbing since power went off; we turned off and reset; still climbing
",Facilities replaced power plug.,FALSE,,,,,,
7210,6/11/13,2:22:22 PM,85,AMP Area,Other,Other,Other,Other,Other,7604,Rani machine went down with the power outage and never came back on.,,FALSE,,,,,,
7211,6/11/13,6:28:56 PM,85,TEE area,Other,Other,Other,Other,Other,7605,Pump for RFB test tank is leaking water on the floor in HIFU area,carrier came off the track during transfer. Matt C,FALSE,,,,,,
7212,6/12/13,12:46:02 AM,601,AMP Area,Pall Corp,Process Water Filtration Syste,,P1013,Process Water Filtra,7606,system is cleaing bank 2 when everything is green and cleaning not needed,Wire came off on the rotational part of tank. re-w,FALSE,,,,,,
7213,6/12/13,5:54:10 AM,82,Sputtering Lab,CHA INDUSTRIES,SPUTTERING,SSC-1000,P0046,CHA#2,7607,IG setpoint is being made. 5 min. timer comes up when putting in automatic.,,FALSE,,Under Repair,6/14/13,12:49:25 PM,Tech 1,Power glitch
7214,6/12/13,9:12:21 AM,409,AMP Area,,,,P0809,Nitrogen Chamber,7608,door needs to be set up so it cannot be opened from the outside; there is cleanined parts in this PT,,FALSE,,,,,,
7215,6/12/13,9:30:47 AM,64,Forming Cell,Welch Vacuum Inc.,vacuum pump,WELCH 1402N,P0131,vacuum pump,7609,Pump needs oil,Repositioned the hoses.,FALSE,,Under Repair,6/12/13,12:31:53 PM,Tech 1,Added Oil
7216,6/12/13,1:05:52 PM,397,AMP Area,,,,,,7610,The LFH plates in the front need to be sealed up w/ new gasket to stop leaking.,Light on Chamfer grinder is not working.,FALSE,,Under Repair,7/22/13,8:39:36 AM,Tech 1,Replaced Gaskets
7217,6/12/13,4:18:08 PM,85,AMP Area,Other,Other,Other,Other,Other,7611,"P0859, chiller for CHA#2 is overtemp",Added jam nuts to bolts.,FALSE,,,,,,
7218,6/12/13,7:53:21 PM,396,Test Cell,Datamax,Label printer,H-4310,P0793,Label printer,7612,Unable to print labels after changing print ribbon,modify and install lid,FALSE,,,,,,
7219,6/12/13,10:37:42 PM,46,AMP Area,Alcatel,vacuum pump,2063CP+,P0113,vacuum pump,7613,water system pump is leaking,Please upgrade system software  upgrade software,FALSE,,,,,,
7220,6/12/13,11:44:42 PM,150,Closing Cell,MARCH,PLASMA ETCHER,PX-1000,P0377,PLASMA ETCHER,7614,Oxygen tank below 500 PSI,Replaced the carrier home sensor.,FALSE,,,,,,
7221,6/13/13,1:05:09 AM,397,Mechanical Cell,,,,,,7615,Station MEC1-15 - ground wire is loose,Replaced Vacuum hose,FALSE,,,,,,
7222,6/13/13,7:24:32 AM,85,AMP Area,Other,Other,Other,Other,Other,7616,P0859 Chiller is running high. ,Changed the vacuum pump,FALSE,,Under Repair,6/27/13,7:12:27 AM,Tech 1,Internal circuit breaker tripped.
7223,6/13/13,7:42:06 AM,302,Parylene Cell,Speciality Coating Systems,Parylene Deposition,PDS2060-PC,P0730,Parylene System,7617,fails pump down,Water leaking from water take in hall way. re-tape,FALSE,,Under Repair,6/13/13,11:48:58 AM,Tech 1,Replaced Vacuum Pump
7225,6/13/13,8:14:01 AM,397,MOPS,,,,,,7619,Heidenhain in Cameleo Cell: Measuring force adjustment is not working. Please check setup parameters.,install 2-way valves,FALSE,,,,,,
7226,6/13/13,8:38:35 AM,167,Closing Cell,MARCH,PLASMA ETCHER,PX-1000,P0383,PLASMA ETCHER,7620,Oxygen in low,Zif proper is not working - Rogers tank.  replace ,FALSE,,,,,,
7227,6/13/13,8:39:13 AM,150,Closing Cell,MARCH,PLASMA ETCHER,PX-1000,P0377,PLASMA ETCHER,7621,Oxygen in low,Replaced oxygen bottle,FALSE,,Under Repair,6/13/13,11:40:20 AM,Tech 1,Duplicate Request
7228,6/14/13,1:25:14 PM,83,Dicing Cell,DISCO,DICING SAW,DAD3220,P0083,DICING SAW,7622,Shower water will not shut off when changing programs,The power up test on the X-box fails everything.,FALSE,,,,,,
7229,6/14/13,2:37:36 PM,82,Sputtering Lab,CHA INDUSTRIES,SPUTTERING,SSC-1000,P0046,CHA#2,7623,Top left hand door the hinge is off.,Replaced airgun,FALSE,,Under Repair,6/17/13,4:18:07 PM,Tech 1,Repaired hinge
7230,6/16/13,11:30:10 AM,471,TEE area,Yamoto,Oven,DKN-810,P0888,Oven,7624,Bladder bond oven down.  Please see Bryan P first thing Monday morning.,re-prime feed pump,FALSE,,,,,,
7231,6/17/13,2:17:59 PM,85,AMP Area,Other,Other,Other,Other,Other,7625,door knob is very loose on gown room exterior door needs tightened,unclog water flow lines and inline water filter.,FALSE,,Under Repair,6/17/13,3:13:48 PM,Tech 1,JLL request
7232,6/17/13,5:23:19 PM,397,MOPS,,,,,,7626,LFH#2 needs repair of threads to clamp plate to box that it is tight.,unclog water flow lines and inline water filter.,FALSE,,Under Repair,6/20/13,7:05:58 PM,Tech 1,Replaced and repaired thread inserts.
7233,6/17/13,5:23:48 PM,397,MOPS,,,,,,7627,Print for P-numbers for the laminar flow hoods.,Complete,FALSE,,,,,,
7234,6/17/13,5:25:08 PM,397,Sputtering Lab,,,,,,7628,Install degasser in ECR using a eltric vacuum pump. Please see me for more info.,unclog flowmeter and inline filter,FALSE,,Under Repair,8/8/13,6:49:09 AM,Tech 1,Complete
7235,6/18/13,12:42:36 AM,13,AMP Area,K&S,DICING SAW,982,P0018,SAW #9,7629,Need hand water sprayer replaced. Button sticking,Reset the power supply for the scope camera.,FALSE,,Under Repair,6/18/13,9:34:27 PM,Tech 1,Replaced water gun
7236,6/18/13,12:37:25 PM,161,AMP Area,ENVAX,ENCAPSULATOR,VE-16,P0404,ENCAPSULATOR,7630,Encapsulastor not heating to set temp.,X7-2 #2 needs Ionizer / ESD mat installed (we have,FALSE,,Under Repair,6/18/13,2:35:03 PM,Tech 1,Repaired heater electrical connection.
7237,6/18/13,8:00:06 PM,353,AMP Area,Kitamura,CNC Mill,Mycenter Zero,P0741,CNC Mill,7631,front part hold down threads are bad. Ran bottom tap through with little help,P0253 in Bladder Bond needs a regulator on the nit,FALSE,,Under Repair,8/6/13,9:27:09 AM,Tech 1,Tooling replaced by machine shop.
7238,6/19/13,6:16:54 AM,85,Attaching Cell,Other,Other,Other,Other,Other,7632,Oscilloscope will not turn on,X7-2 #1 needs a regulator on the nitrogen gun. ins,FALSE,,,,,,
7239,6/19/13,7:08:58 AM,157,Lensing Cell,ENVAX,ENCAPSULATOR,VE-16,P0400,ENCAPSULATOR,7633,Door not working properly,Replace the syringe.,FALSE,,,,,,
7240,6/19/13,7:10:19 AM,158,Lensing Cell,ENVAX,ENCAPSULATOR,VE-16,P0401,ENCAPSULATOR,7634,seal is messed up ,Replaced Valve,FALSE,,,,,,
7241,6/19/13,8:26:21 AM,335,AMP Area,Unitek,Flex Bonder,Thin Line,P0187,Flex Bonder,7635,"Tape Machine temp is going up and down. from 45 to 109
",Operator resolved.,FALSE,,,,,,
7242,6/19/13,8:31:21 AM,87,Dicing Cell,Disco,Dicing Saw,DAD3220,P0085,Dicing Saw,7636,Cutting chamber bellows came loose on spindle side,replace sump pumps,FALSE,,,,,,
7243,6/20/13,9:07:41 AM,81,AMP Area,CHA INDUSTRIES,SPUTTERING,SSC-1000,P0045,CHA#1,7637,per cory crawford's request - please unhook CHA1 so it is ready for removal,adjust calibrated leak valve,FALSE,,Under Repair,6/27/13,12:57:30 PM,Tech 1,Complete
7244,6/20/13,10:14:27 AM,138,AMP Area,WEDCO,WEDCO GRINDER,6 IN MILL,P0325,WEDCO GRINDER,7638,Powders seem to being grinding finer than normal.   Please have blades adjusted wider.,adjust calibrated leak valve,FALSE,,,,,,
7245,6/20/13,12:11:26 PM,79,Doppler Area,Welch Vacuum Inc.,vacuum pump,WELCH 1402,P0146,vacuum pump,7639,"not pumping below 300
",TV screen will not show a picture.  set input to A,FALSE,,Under Repair,6/20/13,2:57:25 PM,Tech 1,Replaced Dome
7246,6/20/13,2:30:00 PM,138,AMP Area,WEDCO,WEDCO GRINDER,6 IN MILL,P0325,WEDCO GRINDER,7640,Grinder made loud sound. Please evaluate and confirm it is operational,Added 700ML Fomblin,FALSE,,,,,,
7250,6/21/13,2:32:16 PM,607,TEE area,Unitek,Tab Bonder,Thinline,P1037,Tab Bonder,7644,Need connector for bonder tip and base secured in place,Re-booted saw / Adjust bracket,FALSE,,,,,,
7252,6/21/13,3:57:36 PM,397,MOPS,,,,,,7646,Please test one LFH with new HEPA's to see wether we will make it or what else is needed. ,add 700ml fomblin,FALSE,,Under Repair,6/24/13,1:35:01 PM,Tech 1,Previously confirmed measurements
7253,6/21/13,3:58:26 PM,397,MOPS,,,,,,7647,Expand the HEPA test to all four units if they fit in.,replace argon tank,FALSE,,Under Repair,6/24/13,1:35:26 PM,Tech 1,Previously confirmed measurements
7254,6/24/13,6:15:02 AM,332,AMP Area,Kitamura,CNC Mill,Mycenter Zero,P0183,CNC Mill,7648,"air gun sticking, needs replaced","After re-initialization, we were unable to re-crea",FALSE,,,,,,
7255,6/24/13,7:23:49 AM,85,AMP Area,Other,Other,Other,Other,Other,7649,1 oxygen tank under 500 psi in the Mechanical room.,roller on rack Mop1-20 making noise squeaking.  lu,FALSE,,,,,,
7256,6/24/13,10:15:22 AM,25,AMP Area,SAMSCO,EVAPORATION SYSTEM,,P0031,EVAPORATION SYSTEM,7650,,IT has replacement PC to install,FALSE,,,,,,
7257,6/24/13,11:27:07 AM,462,Dicing Cell,Disco,Dicing Saw,DAD3220,P0879,Dicing Saw,7651,Saw noise and vibration at higher dice speeds is getting worse,re-initialize and re-teach machine,FALSE,,,,,,
7258,6/24/13,1:23:23 PM,85,MEMT WIP ,Other,Other,Other,Other,Other,7652,Evaluate thinky mixer,"Not ramping up , not poling . replaced power suppl",FALSE,,,,,,
7259,6/24/13,1:23:35 PM,489,Test Cell,Philips,M1 Test tank,M1 Test tank,P0903,M1 Test tank,7653,Z-axis on AIM tank is binding.,re-install labels,FALSE,,,,,,
7260,6/24/13,1:23:52 PM,85,AMP Area,Other,Other,Other,Other,Other,7654,rebulid BB oven shelf,install plasma cleaner,FALSE,,,,,,
7261,6/24/13,4:18:23 PM,397,MOPS,,,,,,7655,Cameleo Cell: Hoods P01053 & P01054: To replace Hepa filters as well.,replace Neut. filament,FALSE,,Under Repair,7/18/13,8:35:25 PM,Tech 1,Replaced Filters
7262,6/24/13,4:45:34 PM,13,AMP Area,K&S,DICING SAW,982,P0018,SAW #9,7656,"saw is shutting completely down intermittandly, always while table is pivoting.
 See Larry Pannebaker operator",replace chuck seals and adjust water jets,FALSE,,,,,,
7265,6/25/13,5:18:49 AM,82,AMP Area,CHA INDUSTRIES,SPUTTERING,SSC-1000,P0046,CHA#2,7659,Regen aborted, Complete,FALSE,,Under Repair,6/25/13,10:39:10 AM,Tech 1,Compressor was iced up.
7266,6/25/13,7:37:36 AM,471,Omni Cell,Yamoto,Oven,DKN-810,P0888,Oven,7660,"locks on wheels not holding oven ,",Cancelled per Bryan Pasterick,FALSE,,Under Repair,6/25/13,11:41:42 AM,Tech 1,Adjusted locking mechanisms on the wheels. 
7267,6/25/13,7:42:00 AM,109,Gastro Cell,Airflow Systems,Fume Extractor,Minivac,P0221,Fume Extractor,7661,not venting fumes,Fill station not pumping down.  replaced the pump,FALSE,,Under Repair,6/25/13,9:25:30 AM,Tech 1,Clogged with paper towels.
7268,6/25/13,9:10:58 AM,138,AMP Area,WEDCO,WEDCO GRINDER,6 IN MILL,P0325,WEDCO GRINDER,7662,Need blades adjusted wider.  Grinding too fine.,repair spindle power cable,FALSE,,,,,,
7269,6/25/13,10:12:52 AM,377,AMP Area,Ultron,Tap Machine,UH115-8,P0775,Tape Machine,7663,bottom poley on tape machine came out,adjust sensor water jets,FALSE,,Under Repair,6/25/13,1:50:00 PM,Tech 1,Replaced drive pulley assembly and ower switch.
7270,6/25/13,1:06:22 PM,85,Wiring Cell,Other,Other,Other,Other,Other,7664,The plasma pen in the cameleo area upstairs is broke and the argon tank for this same equipment is low ,Tank due for calibration today.  completed prevent,FALSE,,Under Repair,6/26/13,11:53:43 AM,Tech 1,Replaced Helium Tank / Unit was hooked to Nitrogen
7271,6/25/13,4:42:17 PM,462,AMP Area,Disco,Dicing Saw,DAD3220,P0879,Dicing Saw,7665,"drain line clogged, water running on floor.
Only 1 operator cannot do the cleaning",Tank calibration over due..  adjusted x-axis to pa,FALSE,,,,,,
7272,6/26/13,8:26:31 AM,601,AMP Area,Pall Corp,Process Water Filtration Syste,,P1013,Process Water Filtra,7666,Permeate flow control valve leaking air,adjust atomizer nozzle,FALSE,,,,,,
7273,6/26/13,8:27:15 AM,601,AMP Area,Pall Corp,Process Water Filtration Syste,,P1013,Process Water Filtra,7667,Chemical injection manifold leaking,Provided 8 vacuum cups to Sherri.,FALSE,,,,,,
7274,6/26/13,9:04:32 AM,158,Lensing Cell,ENVAX,ENCAPSULATOR,VE-16,P0401,ENCAPSULATOR,7668,door not going shut on the encapsulator,Monitor on the measurement scope is flickering and,FALSE,,Under Repair,6/26/13,1:40:18 PM,Tech 1,Replaced door gasket / lubed hinges
7275,6/26/13,11:13:34 AM,85,AMP Area,Other,Other,Other,Other,Other,7669,P0174 in Inspection: Improve Thermocouples.,small oil leak in the inside bottom of plasma trea,FALSE,,,,,,
7277,6/26/13,1:41:52 PM,85,Receiving,Other,Other,Other,Other,Other,7671,MicroVue in Inspection will not go to home location.,replace latch,FALSE,,,,,,
7278,6/26/13,2:08:55 PM,95,Omni Cell,Airflow Systems,Fume Extractor,Minivac,P0207,Fume Extractor,7672,"Got from pod , filter needs changed and wheels back on bottom",Fails leak test.  could not duplicate problem,FALSE,,,,,,
7279,6/26/13,2:17:47 PM,230,AMP Area,Yamato,Oven,DKN-600,P0506,Oven,7673,latch on outside of door is broken,faulty carbon bed was installed by Siemens.  We ha,FALSE,,Under Repair,6/27/13,11:37:00 AM,Tech 1,Replaced Latch Assembly
7280,6/26/13,5:49:58 PM,85,AMP Area,Other,Other,Other,Other,Other,7674,scale at BBA not working,"The bonder is not working,the foot switch will not",FALSE,,,,,,
7281,6/27/13,8:43:37 AM,332,AMP Area,Kitamura,CNC Mill,Mycenter Zero,P0183,CNC Mill,7675,RS232 output broken,Replaced the tray sensor switch.,FALSE,,,,,,
7282,6/27/13,11:02:11 AM,350,Forming Cell,Yamoto,Bladder Bond Oven,DKN810R,P0739,Bladder Bond Oven,7676,Bladder Bond: Oven is blowing air out the back  at the controls on the rear of the oven,Duplicate request,FALSE,,,,,,
7283,6/27/13,12:56:46 PM,81,AMP Area,CHA INDUSTRIES,SPUTTERING,SSC-1000,P0045,CHA#1,7677,Remove panel on wall after CHA1 is disconnected,replace air filter elements,FALSE,,,,,,
7284,6/27/13,3:32:24 PM,602,Service Cell,Struers,Struers Polishing Equipment,Tegramin-30,P1014,Struers Polishing Eq,7678,Struers machine makes a clicking noise while running.,"MIMS station will not test L11-3, 11-3L, or C9-2. ",FALSE,,,,,,
7285,6/27/13,3:50:01 PM,644,MOPS,CRP,Laminar Flow hood,C4004,P1054,Laminar Flow hood,7679,One blower is not working.,Rotation isn't working. Screw is stripped,FALSE,,Under Repair,7/2/13,12:36:02 PM,Tech 1,Replaced Blower Motor
7286,6/27/13,5:17:57 PM,615,Service Cell,Philips,IU22,IU22,P1017,IU22,7680,problem with image on curved arrays,,FALSE,,,,,,
7287,6/27/13,5:34:30 PM,456,Wiring Cell,Remocr,Chiller,CH1502A,P0872,Chiller,7681,Chiller keeps turning off and on.,Not purchased yet.,FALSE,,,,,,
7288,6/28/13,10:59:02 AM,85,AMP Area,Other,Other,Other,Other,Other,7682,Need hotplate calibrated.  Placed on Ed K's desk,Temp alarm doesn't doesn't seem to be working prop,FALSE,,,,,,
