2022,2016-05-10,,H2,NaN,NaN,Accumulator check requested,Found at 30bar; No Issue,-1
2023,2016-05-10,,H22,NaN,NaN,Valve connections swapped on 3rd shift; Lines crosses,Shifted valve location (4 5 3) to eliminate possible wrong valve shut off. Now (5 4 3),-1
2024,2016-05-10,,H24,NaN,NaN,St#8 spindle bearings worn; Confirmed ML,Replaced front end (26/80) bearings,-1
2025,2016-05-10,,H30,NaN,NaN,Vogel tank leak,Relaced fitting on Vogel pump,-1
2026,2016-05-11,,Anca,NaN,NaN,Replace oil and air filters,Completed,-1
2027,2016-05-11,,FPI,NaN,NaN,Blower making loud noise,Flange bearing failure; Bearings ordered and installed ,-1
2028,2016-05-11,,H15,NaN,NaN,St#12 CNC unit hydraulic pressure fluttering,Replaced hydraulic filter on CNC unit,-1
2029,2016-05-11,,H20,NaN,NaN,St2 prox did not go low alarm,Replaced emergency retract solenoid and fuse,-1
2030,2016-05-11,,H25,NaN,NaN,Bar change ocurring at the wrong time,Replaced HS counter and ran a learn mode,-1
2031,2016-05-11,,H29,NaN,NaN,Check spindle bearings St#10,Replaced bearing in 35/60 spindle,-1
2032,2016-05-11,,H8,NaN,NaN,Saw unit INOP,Reset parameters to run in Auto,-1
2033,2016-05-11,,I2,NaN,NaN,Chucking cyclinder pressure alarms,Replaced collet close pressure switch Side A,-1
2034,2016-05-11,,I4,NaN,NaN,Drive fault; A5 Speed controller against stop,Machine would fault when both A and B spindles where at soft limit. Proved it out by adding a delay between spindles and having only one spindle on a soft limit at a time. ,-1
2035,2016-05-12,,FPI,NaN,NaN,Rinse tank Gould pump leak,Replaced mechanical seal and flange gasket,-1
2036,2016-05-12,,H23,NaN,NaN,Coolant pump motor contactor overload,Reset contactor afetr clearing bind at Mag fines filter; Scraper missing!! ,-1
2037,2016-05-12,,H30,NaN,NaN,Bar loading issues,Adjusted loader speed and settings,-1
2038,2016-05-12,,I18,NaN,NaN,Spindles 1 and 4 OFF for bar Clamp faults,Found spindles 2 and 4 OFF;  Added hydraulic fluid and turned back ON; No issues reported (Posted 5/17),-1
2039,2016-05-12,,I3,NaN,NaN,Loader ram INOP,Replaced Numatics solenoid valve for loading actuator,-1
2040,2016-05-12,,RM226,NaN,NaN,Regulating wheel INOP,Cleaned VSD; Very dirty and sticky,-1
2041,2016-05-13,,AIM 03,NaN,NaN,Loader not ready alarm,Adjusted shuttle height and lined up loader,-1
2042,2016-05-13,,AIM 04,NaN,NaN,Loader issues,Loader will not go to the right side. Adjusted centering cylinder flow control,-1
2043,2016-05-13,,H4,NaN,NaN,Bar change faults; Bar end too long hitting (spindle head ??????),Accumulator found at 20bar and charged to 30bar; No issue reported since (Posted 5/19),-1
2044,2016-05-13,,H7,NaN,NaN,Coolant flow low,Replaced impellor and housing on pump but still low; Found filter canister strainers missing. Filter bags being sucked into coolant pipe,-1
2045,2016-05-13,,H8,NaN,NaN,St#11 motor hub worn,Replaced along with back end spindle drive and bearings,-1
2046,2016-05-13,,I18,NaN,NaN,Iemca will not load in AUTO,Replaced encoder,-1
2047,2016-05-13,,TK3,NaN,NaN,Coolant punp INOP,"Promed filter, replaced worn fitting and hose",-1
2048,2016-05-13,,Tsch 1,NaN,NaN,Heavy vibration from regulating wheel spindle,Adjusted Velocity Gain from 1200 to 900,-1
2049,2016-05-14,,H15,NaN,NaN,St#6 Vertical will not complete cycle,Motor Hub and Pulley damaged by keyway torque; Replaced both but machine failed again.,-1
2050,2016-05-14,,I1,NaN,NaN,Controller screen broken; Looks to have been punched,Antistatic polycarbonite ordered ($40 MCM) cut and installed,-1
2051,2016-05-14,,TK3,NaN,NaN,Reported loader issues,"Loader referrenced out of sequence; corrected but machine cycles once and faults with Z axis alarm. Yamazen tech called, arrived on 5/19 at 1230. Found the turret carrier contacting a wiring bundle and stripped the insulation shorting the Z axis travel. Wiring repaired and bundle secured.",-1
2052,2016-05-16,,Deco 1,NaN,NaN,Blown airline,Plug unused airline at solenoid,-1
2053,2016-05-16,,H7,NaN,NaN,Inverter on 1st side INOP,"Added 2nd accumulator, replaced seals in invert valve, swapped invert valve with H11 ; Valve removed to be rebuilt",-1
2054,2016-05-16,,I1,NaN,NaN,Chip conveyor jammed,Unjammed chip converyor,-1
2055,2016-05-16,,I1,NaN,NaN,Turret 3 coolant flow weak,Removed and cleaned turret; reset and aligned,-1
2056,2016-05-16,,I2,NaN,NaN,Turret not locking,Replaced turret position sensor,-1
2057,2016-05-16,,I5,NaN,NaN,Blown airline at rear of Iemca; Won't load in Auto,Replaced airline,-1
2058,2016-05-16,,Sinico,NaN,NaN,"Hydraulic solenoid valve in pump area, smoking",Solenoid connectors hot and melted; Replaced whole Rexroth valve,-1
2059,2016-05-17,,H20,NaN,NaN,ST2 low fault,JPM replaced table index valve coil / ML replaced connection cable and returned to replaced St#10 spindle valve,-1
2060,2016-05-17,,H23,NaN,NaN,Coolant/Contactor overload fault,"Magnetic fines scraper tripped overload. Unit was removed and wiring jumped out to keep machine running. Scraper plate repaired, new wiring and protective conduit installed",-1
2061,2016-05-17,,H3,NaN,NaN,St#11 bearings reported worn,Replaced bearings set at front end of spindle Completed by 0815,-1
2062,2016-05-17,,I17,NaN,NaN,Air leak behind collets,Replaced airline,-1
2063,2016-05-18,,H11,NaN,NaN,Inverter failing to push part back into collet,Reducing orifice added to 'push rod in' cycle,-1
2064,2016-05-18,,H15,NaN,NaN,St#6 vertical jammed again,Freed cutter jammed in part / Replaced drive belt / Confirmed mill head OK / (Bob) adjusted rapid approach to ensure proper position before cutting,-1
2065,2016-05-18,,H34,NaN,NaN,St#5 brush unit stuck forward;  motor not spinning,Unjammed spindle / Replaced severely worn pulley / Belt too tight! ,-1
2066,2016-05-18,,RM 222,NaN,NaN,Switch replacement,Replaced broken ON/OFF Hydraulics switch,-1
2067,2016-05-18,,SC2,NaN,NaN,Feed belt worn,Replaced,-1
2068,2016-05-18,,Sinico,NaN,NaN,Bar end exit chute needs repair,Removed chhips from Jaw #1; No chute issue,-1
2069,2016-05-18,,Sinico,NaN,NaN,Hydraulic leak at clamp jaw set,"Denis removed jaw block for rebuild; Seals, Pistons, and Rings replaced.;  Steve installed",-1
2070,2016-05-19,,A76,NaN,NaN,Pick off collet open/close switch NOK,Air line fell off due to dry rot; Cut line back and reattached,-1
2071,2016-05-19,,H1,NaN,NaN,Loading block pivot shaft broken,Replaced,-1
2072,2016-05-19,,H14,NaN,NaN,St#9 GRM reported as possibly failing,No Issue; GRM Good,-1
2073,2016-05-19,,H27,NaN,NaN,Excessive hydraulic consumption,Indexing valve rebuilt,-1
2074,2016-05-19,,H28,NaN,NaN,Screw on pusher dog falling out,Replaced both pusher dogs and pusher holders,-1
2075,2016-05-19,,H4,NaN,NaN,Bearings check St#10 (Chatter),Bearings worn; Replaced,-1
2076,2016-05-20,,H39,NaN,NaN,Accumulator check requested,At 30bar; No Issue,-1
2077,2016-05-20,,I18,NaN,NaN,Iemca track #6 broken; Spindle OFF,Track replaced,-1
2078,2016-05-20,,RM 222,NaN,NaN,Dresser feed piston leaking hydraulic fluid,Replaced with rebuilt unit,-1
2079,2016-05-23,,A69,NaN,NaN,6th Position slide variation,Cam Roll block assembly replaced 5/25;  T bolt modified 5/31; -Online,-1
2080,2016-05-23,,H32,NaN,NaN,Broken feeder chain,Repaired,-1
2081,2016-05-23,,I20,NaN,NaN,Parts receiver and offload chute in need of repair,Multiple adjustments made to both,-1
2082,2016-05-23,,I4,NaN,NaN,Side B collet will not open,Activated 'Workpiece clamping' in controller,-1
2083,2016-05-23,,TK3,NaN,NaN,Workzone light INOP,Replaced bulb,-1
2084,2016-05-24,,A76,NaN,NaN,Center shaft loud,Replaced drive gears on shaft; Multiple teeth missing,-1
2085,2016-05-24,,H25,NaN,NaN,Utility O/T faults,Adjusted piston sensor on brushing unit,-1
2086,2016-05-24,,H26,NaN,NaN,CNC HSK Clamp screw stripped,Removed stripped screw and replaced clamp,-1
2087,2016-05-24,,H33,NaN,NaN,Bar feeder chain broken,Repaired,-1
2088,2016-05-24,,I18,NaN,NaN,Hydraulic leak at back end of channel carrier,Replaced ruptured Hyd hose 23A,-1
2089,2016-05-24,,SC3,NaN,NaN,Milling clutch faults,Replaced clutch control relay ,-1
2090,2016-05-25,,A77,NaN,NaN,Power loss,Bad contactor coil; Borrowed from A75 while waiting for new A/B 120v 60cycle,-1
2091,2016-05-25,,H24,NaN,NaN,Utility O/T faults,Reset brushing unit breaker,-1
2092,2016-05-25,,H26,NaN,NaN,CNC unit HSK tool holder clamp stripped screw,Removed and replaced HSK clamp,-1
2093,2016-05-25,,H38,NaN,NaN,Locking screw on drawbar adjusting nut stripped,Removed and replaced,-1
2094,2016-05-25,,H38,NaN,NaN,Stripped adjusing nut on drawbar,Repaired adjusting nut and threaded end od drawbar,-1
2095,2016-05-25,,I17,NaN,NaN,Pick Off spindle seized; Synchron spindle,Rebuilt Synchron spindle,-1
2096,2016-05-27,,H1,NaN,NaN,Coolant pump motor tripping breaker,Single leg fuse blown at main disconnect  for bus; switch gear,-1
2097,2016-05-27,,H23,NaN,NaN,PLC1 Alarm,Single leg fuse blown at main disconnect  for bus; switch gear,-1
2098,2016-05-27,,T97,NaN,NaN,Falling out of gear,Clutch adjusted again,-1
2099,2016-05-31,,A69,NaN,NaN,Broken fitting at air intake on Pick Off,Replaced fitting and airline,-1
2100,2016-05-31,,Deco 2,NaN,NaN,Breaker FR6 will not reset,Reset breaker / Had a low battery alarm; Replaced batteries,-1
2101,2016-05-31,,H17,NaN,NaN,Satellites #11 & #12 will not rotate,Synchronized rotation,-1
2102,2016-05-31,,H36,NaN,NaN,Coolant contactor  overload,Reset plug in receptacle and breaker,-1
2103,2016-05-31,,H39,NaN,NaN,Bar not feeding / Bar wrap around; Fault,Watched two bar changes with NO issue; Replaced pusher dogs with new wider dogs preemptively,-1
2104,2016-05-31,,H5,NaN,NaN,Pendant is blank; machine has power,Cycled power to machine; Online,-1
2105,2016-05-31,,H6,NaN,NaN,Repeat Vogel faults,Replaced Vogel tank,-1
2106,2016-05-31,,I17,NaN,NaN,Axis 3.2 will not move,Swapped performance module 3.2 with 3.1; Fault cleared,-1
2107,2016-05-31,,I6,NaN,NaN,Turret 3 Not Coming Under Control; Fault,Swapped turret performance modules and cycled power; Multiple faults cleared,-1
2108,2016-05-31,,SC2,NaN,NaN,OP 25 Controller NOK; Will not boot up and false characters on screen,Replaced OP25 with serviced unit; Online,-1
2109,2016-05-31,,T97,NaN,NaN,Falling out of gear,Clutch adjusted again,-1
2110,2016-06-01,Mitsu FT,Mitsu FT,Brake not stopping when in gear,Brake,Brakes worn; Not stopping when in gear,Repaired,35
2111,2016-06-01,H,H8,Collet failure,Collet,St#7 rotator collet broken; wait for Bob B to show him how to remove,Machine went offline on 6/8; Marcel removed and instructed Bob B on removal/install process,14
2112,2016-06-01,H,H8,Rounder arbor bolt,NaN,St#14 vertical mill head arbor bolt has rounded head; Cannot remove,Operator removed,-1
2113,2016-06-01,SC,SC7,NaN,Bearings,Spindle #8 has confirmed end play to .003; Requires bearings,,6
2114,2016-06-01,,H32,NaN,NaN,Table drifting when at half table; See May 3,Installed new table indexing valve,-1
2115,2016-06-01,,I6,NaN,NaN,Door will not lock Side A,Interlock replaced,-1
2116,2016-06-02,Deco,Deco 3,Alarm #445,Axis,Alarm# 445 Axis soft disconnect alarm,Reported that Norm jiggled Y1 axis cable and cleard alarm,3
2117,2016-06-02,H,H4,Bearings noise,Bearings,St# 10 bearings check requested; Chatter and loss of tooling,No lift or play found in spindle; Bearings replaced 20 May,6
2118,2016-06-02,Tsch,Tsch 1,Coolant Pressure Low,Coolant System,Coolant pressure to dresser too low,Replaced flow valve to dresser coolant line and cleaned area at intake pump. Machine scheduled for base cleaning tomorrow AM,16
2119,2016-06-02,H,H12,Inverter INOP,Inverter,Inverter not functioning / St#7 vertical being installed for CS setup,Replaced blown fuse on inverter output board,31
2120,2016-06-02,A,A67,Slow power ,Electrical,Slow Power,"Replaced worn Hihg Speed change Shaft, Gears, and Bearings",22
2121,2016-06-02,I,I5,Chiller pump losing prime,Chiller Pump,Chiller pump till losing its prime,Removed intake piping and redoped all fittings,35
2122,2016-06-02,H,H17,Indexer Fault,Indexer,Excessive indexers not in position faults,(6/2)JPM reset #11 and cycled w/o parts for 3 hours; No faults. Production installed burnishing tool and running.,30
2123,2016-06-02,AcuCut,AcuCut,Indexer Fault,Indexer,Indexer faults,Replaced 802T-DGP Roller Limit switch,30
2124,2016-06-02,I,I17,Pick off ejector INOP,Pick Off,Pick Off ejector pin will not move,Open the flow control to allow pressure to the parts ejector; Set screw loose on flow valve OPLEV,35
2125,2016-06-02,,,Hang fan from wall,NaN,Hang fan from wall in the corner at machine H11,Install completed,-1
2126,2016-06-02,TK,TK2,Light INOP,Light,Workzone light INOP,,33
2127,2016-06-03,SC,SC3,Iemca will not load in Auto,LEMCA,Iemca upper bar loading sequence INOP; Not loading new bar onto loading bracket.,"Airline pinched by machine guard, feed.",32
2128,2016-06-03,SC,SH8,Mist collector venting mist,Mist Collector,"Mist collector venting mist; Attached to Ewag, over Tornos",Damaged insulator and wiring replaced,37
2129,2016-06-03,I,I4,Transport INOP,Chain,B Side Transport INOP; Broken chain,Replaced broken master pin; DK needed to mfg.,35
2130,2016-06-03,H,H8,Oil leak,Oil System,Station #3 leaking oil,No Leak found,39
2131,2016-06-03,H,H12,Brush unit INOP,Brush Unit,St# 10 brushing unit not firing,Bad proximity switch cable and 4 relays replaced,9
2132,2016-06-03,H,H38,Vogel lube fault,Vogel,Vogel lube faults,Replaced Vogel lube pump unit,52
2133,2016-06-03,SC,SC3,Bar loader alarm,Bar,Bar loader alarms,Cleared by Steve Salley; Loose facing travel flag sensor,4
2134,2016-06-03,I,I2,Turret full of chips,Turret,Side A turret is full of chips,"Turret removed, cleaned, reset, and aligned; Training Jose Hernandez on 'how to'",50
2135,2016-06-03,H,H19,Cross Drill head breaking tools,Drill Head,Check cross drill head; Breaking tools,Sackda delivered a XD head and was issued a rebuilt unit which he installed!,20
2136,2016-06-03,SC,SC11,Remove wiring request,NaN,Request for Q Axis wiring to be removed from Q2 Position; Standard hand adjusted slide installed by Steve,Wiring removed but machine faulted! See new SC11 work order 6/6 SC11,-1
2137,2016-06-03,Deco,Deco 1,Spindle crash,Spindle,Sub Spindle Crashed; Cannot hold OAL or R/O,Sub spindle has limited lateral movement from crash. Collet will not close on part,46
2138,2016-06-03,H,H23,Chip conveyor INOP,Chip Conveyor,Chip conveyor jammed; Opers have hook stuck in base,,10
2139,2016-06-04,H,H1,Accumulator check requested,Accumulator,Accumulator check requested,Charged,0
2140,2016-06-04,H,H5,Table index faults,Table,Table index overtime fault; Table down is slow,Adjusted table index valve,47
2141,2016-06-04,H,H5,Valve INOP,Valve,St# 3 valve NOK,Replaced valve,51
2142,2016-06-06,H,H39,Accumulator check requested,Accumulator,Accumulator check requested; Breaking reamer,Was at 25bar; Charged to 30bar,0
2143,2016-06-06,H,H24,Accumulator check requested,Accumulator,Accumulator check requested; Per PM slip,Was at 25bar; Charged to 30bar,0
2144,2016-06-06,I,I5,Hydraulic Leak,Hydraulic System,Hydraulic leak at bar loader; Rubber seal on vacuum,Tightened leaking fitting at rear of Iemca,29
2145,2016-06-06,SC,SC5,Hydraulic pressure issue,Hydraulic System,Hydraulics pressure not reaching 50bar,Was at 20bar; Charged to 25bar,29
2146,2016-06-06,SC,SC3,Bar loader not loading,Bar,Barloader not loading new bar,Placed a jumper wire to keep loader in AUTO; New switch on order,4
2147,2016-06-06,H,H8,Low tool life,NaN,Assess cut off unit unit; Low tool life on H8 compared to H15 CS1001,Checked cycle time and RPM; OK / No play found in saw attachment,-1
2148,2016-06-06,H,H1,Accumulator check requested,Accumulator,Accumulator check requested,Confirmed at 30bar; Last done 06/04 by Marcel,0
2149,2016-06-06,H,H4,Bar change O/T fault,Bar,Bar Change overtime fault,Scared away by Russ; No Maintenance effort applied,4
2150,2016-06-06,I,I17,Axis 3.2 will not move,Axis,Axis 3.2 will not move,Swapped performance modules 3.1 to 3.2,3
2151,2016-06-06,H,H17,Indexer Fault,Indexer,Indexer #11 Fault,Tony Plugged into PLC and found a bad switch at Hoizontal Unit Home; Proximity switch replaced,30
2152,2016-06-06,H,H1,Bearings check,Bearings,St#7 20/80 spindle bearings worn,"Spindle removed, bearings replaced, and installed but running too hot. Rebuilt separate unit and installed 6/7",6
2153,2016-06-06,Index,Index,Mist collector leaking oil,Mist Collector,Mist collector leaking oil,Corrected,37
2154,2016-06-06,T,T99,Solenoid linkage sticking,NaN,Solenoid linkage sticking,Sticking linkage repaired; Electrical issue followed. Transformer failed; Borrowed from T91 to get online,-1
2155,2016-06-06,SC,SC11,Motor fault,Motor,Servo Not Ready Fault,See Maintenance Notes 6/7/16,38
2156,2016-06-07,Rosemont,Rosemont,Belt broken,Belt,Belt broken,Belt replaced,7
2157,2016-06-07,Sinico,Sinico,Bolt Broken,Bolt,Slide Bolt broken,Chips cleared from adjusting area LHE and turned over to oper,8
2158,2016-06-07,SC,SC10,Screen frozen,Misc,Screen Frozen,Steve Salley installed spare OP25 controller,36
2159,2016-06-07,Tsch,Tsch 1,Coolant Leak,Coolant System,Major coolant leak at front of machine,Fernco 90* elbows ordered (6/8); Installed 6/13,16
2160,2016-06-07,I,I17,NC/PLC Alarm,NaN,NC / PLC alarms,Replaced axis 3.2 servo motor,-1
2161,2016-06-07,H,H38,Hydraulic Leak,Hydraulic System,St#6 valve leaking hydraulic,Replaced O Rings in St#6 hydraulic flange valve stack,29
2162,2016-06-07,H,H16,Wash conveyor jammed,Washer,Wash conveyor track jammed,Shaft at idler end moved over. Sprocket on one side not engaging belt,53
2163,2016-06-07,H,H5,Table index faults,Table,Table index overtime / reported at 3 to 4 times per hour,Went offline at 1100 / Replaced the table index valve solenoid (6/7); Machine down again at 1500. Table indexing valve rebuilt and installed 6/8,47
2164,2016-06-07,H,H4,Bearings check,Bearings,St#10 bearings check again; 5 trepan tool losses in a week,Rebuilt spindle per request (Also May 20); Tool broke after rebuild,6
2165,2016-06-07,H,H17,Brush unit stuck forward,Brush Unit,Burnishing unit spindle still forward when table indexes,No electronic issues found; Replaced the spindle valve,9
2166,2016-06-07,H,H20,Loader not moving forward,Loader,Loader not moving forward,loose connection repaired,34
2167,2016-06-08,H,H8,Parts spun in collets,Accumulator/ Collet,Accumulator check requested; Parts spun in collets 6/7,Sam Jett addressed this but no report issued on accumulator status prior to.......,35
2168,2016-06-08,H,H31,Stripped Screw,Clamp,St#5 tool holer clamp; stripped screw (VDI),Removed and replaced PCM clamp screw,12
2169,2016-06-08,H,H16,Valve firing in rapid,Valve,St#10 Valve reported to to be firing in rapid,Anthony rebuilt the RA valve and returned to Russ for install,51
2170,2016-06-08,H,H20,Loader not loading,Loader,Loader not loading every station,Mike Morra reviewed and believes the linkage to be worn / JPM,34
2171,2016-06-08,H,H33,Hydraulic Leak,Hydraulic System/ Vogel,Hydraulic oil getting into Vogel waste oil,See 6/13 H33,35
2172,2016-06-09,H,H25,Accumulator check requested,Accumulator,LP Accumulator bladder ruptured,"Replaced bladder, charged, tagged, and installed",0
2173,2016-06-09,A,A78,Collet will not open,Collet,Pick Off collet not openning; caused a fire,Rebuild air valve to pick off actuator,14
2174,2016-06-09,T,T103,Base cleaning requested,Base,Base cleaning requested,Base cleaned after Brian arrived,5
2175,2016-06-09,I,I5,Spindle shut down,Spindle,Spindle #1 shut down; Reportedly seized,Disassembled for bearings on siezed spinlde (6/16) / Spindle bearings replaced and components reassembled. Machine would not index during reassembly; Hirth Coupling was not seated squarely in carrier plate and bound indexing action. Pressed flat into carrier and reassembled.,46
2176,2016-06-09,Rosemont,Rosemont,Tumbler INOP,Tumbler,Tumbler INOP,Belt replaced (2nd time in last 48 hours) See line 6/7 Rosemont,49
2177,2016-06-09,H,H14,Bar loader feed chain broken/ Vogel failure,Bar/ Vogel,Bar loader feed chain broken,Repaired chain; Vogel failure immediately after chain repaired; SA replaced Vogel pump,35
2178,2016-06-09,Sinico,Sinico,Missing bolts,Bolt,Missing bolt on front side,"LHE Chamfer unit removed for repair (6/9); Ground away worn section of traveler and shimmed square. Cleaned all components, reinstalled and aligned chamfer unit; Online at 1400",8
2179,2016-06-09,T,T99,Drive shaft not disengaging ,Drive Fault,Drive shaft doesn't disengage with cycle stop,Replaced control relay,21
2180,2016-06-09,AcuCut,AcuCut,No power,Electrical,No power to feed bowl,No power caused by blown .7A fuse in connection drawing 8A; Installed a 10A fuse.,22
2181,2016-06-09,H,H5,Table drift   ,Table,Table drifting at 1/2 table setting,Replaced Table Indexing valve with rebuilt valve that was removed from H32. Table would not drop after installing the valve so John replaced the flow control for the table UP/DOWN Hydraulic s; Online,47
2182,2016-06-09,H,H15,Machine fault with new bar load,Bar,Machine fault at every bar load,replaced proximity switch and cable for saw UP signal,4
2183,2016-06-09,H,H3,Broken screw,Screw,Broken screw in pusher hoolder,Removed broken screw and replaced pusher dog,44
2184,2016-06-09,I,I1,Loading damaged parts,NaN,Sensor recognizing part reay to load damaged and staying active,Sensor replaced and wired in,-1
2185,2016-06-09,H,H40,Spindle run out ,Spindle,St#14 spindle run out ?? /Tool Holder not flush to drive spindle face,Replaced drive spinlde,46
2186,2016-06-09,H,H39,NaN,Bar,Bar loader,Requested plug in by Tony who contacted Hydromat. Reduced feed pressure and compensated by increasing feed speed. Also reduced remnant length,4
2187,2016-06-09,H,H25,NaN,Bar,Bar loader,Placed in learn mode 2X and changed 2nd cutoff sequence length (Only at bar change) from .9 to .5,4
2188,2016-06-10,T,T105,Collet opened,Collet,Collet popped open,Replaced collet closing roll,14
2189,2016-06-10,T,T99,Counter INOP,Counter,Counter not working,Repaired,17
2190,2016-06-10,RM,RM227,Broken screw,Screw,Broken screw on regulating wheel adjuster,Removed broken screw,44
2191,2016-06-10,H,H5,Machine will not table,NaN,Machine will not table,"Tricked table down prox, adjusted table speed",-1
2192,2016-06-11,H,H35,Light INOP,Light,Overhead light broken,Ballast replaced,33
2193,2016-06-11,I,I18,Guide channel open cyclinder rod bent,NaN,Guide channel open cylinder rod bent,Replaced broken pusher truck and bent cylinder. Relocated #26 hydraulic line and straightened bent (Steel) hydraulic lines.,-1
2194,2016-06-11,H,H1 Buss,"Bus bar to H1 voltage leg range; 573, 35, 280",Electrical,"Bus bar to H1 voltage leg range; 573, 35, 280",,22
2195,2016-06-11,H,H23,Drill detector INOP,Drill Detector,St#3 spindle is loud / St#2 drill detector broken,,19
2196,2016-06-12,H,H5,Bottom XD head not spinning,NaN,Bottom XD head not spinning,Replaced broken drive gears,-1
2197,2016-06-12,H,H24,Brush Unit Crashed ,Brush Unit/Breaker,Spindle Overload breaker tripping St#11,Brushing unit crashed in a forward stroke. The unit was backed off and the lead screw repaired.,35
2198,2016-06-13,H,H26,Brush unit stuck forward,Brush Unit,Brush unit # ?? Not returning / Control pivot ?? (Non informative W/O),Adjusted brake on brush motor / Control pivot OK / Tony sequenced #5 brush unit and vertical mill,9
2199,2016-06-13,T,T105,Collet failure,Collet,Two collet alignment keys badly worn,Replaced both keys; Needed to remove spindle liners to extract bad keys,14
2200,2016-06-13,H,H31,Drill detector INOP,Drill Detector,St#2 drill detector INOP,Hub was missing; Replaced,19
2201,2016-06-13,H,H5,Hydraulic Leak,HP Pump,Leak at High Pressure pump,No leak found by Anthony or Russ,28
2202,2016-06-13,I,I19,Alternating slides not finishing,Alternating Slides,Alternating slides not finishing,See 6/15 I19,35
2203,2016-06-13,I,I20,Alternating slides not finishing,Alternating Slides,Alternating slides not finishing,Replaced performance module and activated spindle #6,35
2204,2016-06-13,TK,TK3,Collet will not open,Collet,Machine faults every 15 cycles; Collet does not open,Norm Neveux aligned the robot loader; Online,14
2205,2016-06-13,H,H40,Brush unit has broken screws,Brush Unit,"Brush unit cylinder has broken screws (Part is from H34, removed last night 3rd)",JPM started to repair having broken screw removed / Marcel reinstalled,9
2206,2016-06-13,H,H11,Spindle not starting,Spindle,St#13 Spindle Does Not fire forward,Seals replaced in 30/60 spindle,46
2207,2016-06-13,SC,SC10,Part ejector fault,Part Ejector,Parts ejector fault,Steve Salley replaced ejector solenoid,35
2208,2016-06-13,H,H40,Hydraulic flange not completing cut,Hydraulic System,Hydraulic flange (??) issue (Instructed Marcel to see Gerry D),26/80 units with PCM tool holder clamping do not have enough depth of stroke. Spindle shafts replaced with shafts using HSK clamping.,29
2209,2016-06-13,H,H33,Vogel leak,Vogel,Leak at Vogel return reservoir,Cutoff unit rack drive leaking seals and returning through Vogel return line. Temporarily directed this return line into Hydraulics return. Will need to schedule rack drive seal repairs.,52
2210,2016-06-14,H,H14,Bar loader loading too far,Bar,Mach does not stop until bar end is loaded in collet,Replaced HS counter,4
2211,2016-06-14,H,H4,Bar loader loading too far,Bar,Bar end too long hitting table 4-5 times daily,Replaced HS counter and ran learn mode,4
2212,2016-06-14,H,H26,Vogel lube fault,Vogel,Vogel lube faults,Replaced broken line fitting,52
2213,2016-06-14,H,H15,Filter change requested/ Pulsing found in hydraulic lines,Hydraulic System,"Change CNC hyd filter; Bad finish, pulsing felt in hyd lines","Replaced NNXZ3 hydraulic filter, both power pack filters, and charged accumulators; all tagged",29
2214,2016-06-14,H,H25,Double cutting bar ends,Bar,Double cutting bar ends / Actually potential for loading bar tips,Ran learn mode,4
2215,2016-06-14,EDM,EDM2,Leaking tank,Slug,Slug stuck behind seal plate; Tank leaking,Removed slugs and confirmed gates operational; Bearings need to be replaced and ordered for tomorrow install (6/20) Bearings installed 6/22 AM,35
2216,2016-06-14,H,H23,Drill detector INOP,Drill Detector,Drill detector at St#2 INOP,Replaced PCS100 TD sensor,19
2217,2016-06-14,H,H5,Power pack leak,Power Pack,Power pack leak,HP collet closing pump motor leak; See 6/16 where Russ submits a new work order at the end of the shift 1420,42
2218,2016-06-15,H,H14,Bar feed does not complete cycle,Bar,Does not complete bar change; keeps feeding until the bar end is loaded short,Reteach with learn mode,4
2219,2016-06-15,H,H26,Hydraulic pump excessive oil consumption,Hydraulic System,Consuming a full tank of hydraulic oil per shift; 45 gallons? NOT!,No obvious leak found. Will check indexer rack when base is pulled for HP pump install (6/15),29
2220,2016-06-15,I,I19,Spindle shut down,Spindle,Spindle #2 shut off; Slide stops prior to finishing cut,Replaced performance module and activated spindle #6; Borrowed from I5 while offline,46
2221,2016-06-15,I,I1,Turret not going under control,Turret,Turret; 1 ZX axis not going under control,Cycled power; Fault cleared,50
2222,2016-06-15,FPI,FPI,Feed line fault,NaN,Elbow on coalescent feed line broken,Replaced skimmer pick up on tank #2,-1
2223,2016-06-16,SC,SC1,Door will not close,Door,Front Door lock OPEN; will not lock,Replaced Euchner door interlock,18
2224,2016-06-16,H,H5,Collet will not close,Collet,Needs HP Hyd for collet clamping; Been running without it for 22 hours! Work order handed in at 1420; end of shift!,Installed new HP pump,14
2225,2016-06-16,Sinico,Sinico,Bar feed does not complete cycle,Bar,Bar feed does not complete cycle; stops short,Resolved by operator,4
2226,2016-06-16,SC,SC9,Motor fault,Motor,Servo Not Ready Fault,,38
2227,2016-06-17,SC,SC6,Electrical cabinet needs new control boards,Electrical,Needs new control boards; Eletrical cabinet,,22
2228,2016-06-17,SC,SC10,Motor condenser fan replaced,Motor,Needs new condenser motor fan; Electrical cabinet,Replaced electrical cabinet A/C with New,38
2229,2016-06-17,H,H26,Pendant INOP,Pendant,Pendant not responding,Replaced GE quck panel with spare unit,41
2230,2016-06-17,H,H40,Dimensions varying ,NaN,Recess unit; Dimension varying up to .010,Recess unit replaced with rebuilt unit that was originally for H40; Installed by JPM on Sat 6/18,-1
